sample_id,dataset,task,question,answer,answers,metadata,has_image
textvqa_768,textvqa,textvqa,how many seconds are left?,29,"[""29"", ""29"", ""29"", ""29"", ""29"", ""29"", ""29"", ""29"", ""29"", ""29""]","{""raw_index"": 768, ""image_id"": ""2d0c57d0f5dc7387""}",True
textvqa_899,textvqa,textvqa,what is the brand name?,bridgeport,"[""bridgeport"", ""bridgeport"", ""bridgeport trilogy 3"", ""mr. t"", ""halloween"", ""bridgeport"", ""bridgeport trilogy"", ""bridgeport"", ""bridgeport"", ""bridgeport""]","{""raw_index"": 899, ""image_id"": ""e8322cd052ba83e9""}",True
textvqa_787,textvqa,textvqa,what book is the person reading?,haiku for dummies,"[""haiku for dummies"", ""haiku for dummies"", ""dummies"", ""haiku for dummies"", ""haiku for dummies"", ""haiku for dummies"", ""haiku for dummies"", ""haiku for dummies"", ""haiku for dummies"", ""haiku for dummies""]","{""raw_index"": 787, ""image_id"": ""6a2afcdd45d16d72""}",True
textvqa_656,textvqa,textvqa,what color is the text on the bus?,white,"[""white"", ""white"", ""white"", ""white"", ""white"", ""it is white."", ""white"", ""white"", ""answering does not require reading text in the image"", ""white""]","{""raw_index"": 656, ""image_id"": ""0266b91d58e2c16f""}",True
textvqa_955,textvqa,textvqa,what is the brand of this plane/?,europa pro lt,"[""europa pro lt"", ""europa pro"", ""europa pro lt"", ""europa pro"", ""europa pro lt"", ""europea pro"", ""europa pro lt"", ""eueopa pro"", ""europa pro"", ""europa pro lt""]","{""raw_index"": 955, ""image_id"": ""f9d18252cce3fdd0""}",True
textvqa_998,textvqa,textvqa,what is the first word on the coin?,onza,"[""answering does not require reading text in the image"", ""oro"", ""onza"", ""onza"", ""onza"", ""onea"", ""onza"", ""one"", ""onza"", ""onea""]","{""raw_index"": 998, ""image_id"": ""985c513a4929c2d8""}",True
textvqa_931,textvqa,textvqa,what is the title of the white document on the table close to the nearby man?,viking,"[""viking"", ""viking"", ""viking"", ""viking"", ""viking"", ""viking"", ""virginia"", ""viking"", ""viking"", ""viking""]","{""raw_index"": 931, ""image_id"": ""5b4cad9a4acff0b9""}",True
textvqa_445,textvqa,textvqa,well it's what?,free,"[""free"", ""free"", ""free"", ""free"", ""free"", ""free"", ""free"", ""free"", ""free"", ""free""]","{""raw_index"": 445, ""image_id"": ""5d17a9f1cb12caee""}",True
textvqa_161,textvqa,textvqa,what is listed before rom?,32k,"[""32k"", ""32k"", ""32k"", ""32k"", ""32k"", ""32k"", ""32k"", ""32k"", ""32k"", ""32k""]","{""raw_index"": 161, ""image_id"": ""d48671b76ffce385""}",True
textvqa_908,textvqa,textvqa,what kind of bible is the blue book on the bottom left?,new light,"[""new light"", ""holy"", ""new light bible"", ""new light"", ""holy"", ""new light"", ""new light"", ""holy bible"", ""new light"", ""unanswerable""]","{""raw_index"": 908, ""image_id"": ""5de6f8546d92f2ec""}",True
textvqa_3,textvqa,textvqa,whose bride is featured?,frankenstein,"[""frankenstein"", ""the bride of frankenstein"", ""bride of frankenstein"", ""frankenstein"", ""frankenstein"", ""frankenstein"", ""frankenstein"", ""frankenstein"", ""frankstein"", ""frankenstein""]","{""raw_index"": 3, ""image_id"": ""40bcb02e7c8b02a3""}",True
textvqa_739,textvqa,textvqa,what is the county is on the license plate?,sevilla,"[""sevilla"", ""sevilla"", ""sevilla"", ""sevilla"", ""sevilla"", ""sevilla"", ""sevilla"", ""sevilla"", ""lemon lime"", ""sevilla""]","{""raw_index"": 739, ""image_id"": ""0ade5dbc0d8e78de""}",True
textvqa_736,textvqa,textvqa,what is open?,business,"[""business"", ""business"", ""business"", ""business"", ""business"", ""business"", ""business"", ""business"", ""business"", ""business""]","{""raw_index"": 736, ""image_id"": ""42b87a51a6913d93""}",True
textvqa_930,textvqa,textvqa,what is the number of the blue and white planes?,n3582j,"[""n3582j"", ""n3582j"", ""n3582j"", ""3582"", ""n3582j"", ""n3582j"", ""n3582j"", ""3582"", ""white: 8393 blue: 3582"", ""n3582j""]","{""raw_index"": 930, ""image_id"": ""b5ae42ba9b90aa33""}",True
textvqa_512,textvqa,textvqa,how much money was lost last year?,$15.5 million,"[""15.5 million"", ""$15.5"", ""$15.5 million"", ""$15.5 million"", ""$15.5 million"", ""$15.5 million"", ""california"", ""$15.5 million was lost last year."", ""15.5 million"", ""15.5 million dollars""]","{""raw_index"": 512, ""image_id"": ""c7942129777cfb64""}",True
textvqa_780,textvqa,textvqa,what brand of spray paint are these cans?,belton,"[""belton"", ""belton"", ""belton"", ""belten"", ""belton"", ""belton"", ""belton"", ""belton"", ""belton"", ""belton""]","{""raw_index"": 780, ""image_id"": ""afcf8b37411dc885""}",True
textvqa_182,textvqa,textvqa,what ounces is this beer?,12,"[""g"", ""12"", ""12"", ""2"", ""12"", ""12"", ""12"", ""12"", ""12"", ""12""]","{""raw_index"": 182, ""image_id"": ""7943b58a6529db41""}",True
textvqa_519,textvqa,textvqa,what size are these cigarettes?,king,"[""king size"", ""king"", ""king"", ""king size"", ""king"", ""king"", ""king"", ""king size"", ""king"", ""king""]","{""raw_index"": 519, ""image_id"": ""add75df61bde6208""}",True
textvqa_108,textvqa,textvqa,what brand is mentioned on the jersey?,opel,"[""opel"", ""opel"", ""opel"", ""the brand is opel"", ""opel"", ""opel"", ""opel"", ""opel"", ""opel"", ""opel""]","{""raw_index"": 108, ""image_id"": ""6bf4e56c7c105f28""}",True
textvqa_640,textvqa,textvqa,whos pastries are in the white box?,mike's,"[""mike's"", ""mike's pastry"", ""mike's"", ""mike's"", ""mikes"", ""make's pastry"", ""mike's"", ""make's pastry"", ""mike's"", ""mike's""]","{""raw_index"": 640, ""image_id"": ""f5c459e2d0a71d8e""}",True
textvqa_305,textvqa,textvqa,what is being sold in the store on the left?,handloom,"[""handloom items"", ""handlooms"", ""handloom"", ""answering does not require reading text in the image"", ""handloom"", ""answering does not require reading text in the image"", ""handloom"", ""purses"", ""handlooms"", ""answering does not require reading text in the image""]","{""raw_index"": 305, ""image_id"": ""5efae74077329e6e""}",True
textvqa_999,textvqa,textvqa,what number and letter is shown on the blue sign?,3f,"[""3f"", ""i"", ""1 no"", ""3f"", ""3f"", ""7v"", ""3f"", ""unanswerable"", ""3f"", ""3f""]","{""raw_index"": 999, ""image_id"": ""b6754b747ccdb44d""}",True
textvqa_796,textvqa,textvqa,which edition is this publication?,special inaugural edition,"[""special inaugural edition"", ""special inaugural edition"", ""special inaugural edition"", ""special inaugural"", ""the inaugural edition"", ""inaugural edition"", ""special inaugural edition"", ""1"", ""special inaugural edition"", ""inaugural""]","{""raw_index"": 796, ""image_id"": ""1aaa9f5578ab6cd9""}",True
textvqa_894,textvqa,textvqa,what does that poster say?,dr. jekyll,"[""dr jekyll"", ""dr. jekyll"", ""dr. jekyll"", ""dr. jekyll"", ""dr jekyll"", ""dr. jekyll"", ""dr. jekyll"", ""dr jekyll"", ""dr. jekyll"", ""dr. jekyll""]","{""raw_index"": 894, ""image_id"": ""0534b2d8c3e1be1e""}",True
textvqa_973,textvqa,textvqa,what is displayed on the sign on the building?,disneyland,"[""disneyland"", ""disneyland"", ""disneyland"", ""disneyland"", ""disneyland"", ""disneyland"", ""disneyland"", ""disneyland"", ""disneyland"", ""disneyland""]","{""raw_index"": 973, ""image_id"": ""a697018f982a047d""}",True
textvqa_834,textvqa,textvqa,what's the name on the jersey?,bristol,"[""bristol"", ""bristol"", ""bristol"", ""bristol"", ""bristol"", ""bristol barnstopper"", ""illegal"", ""bristol barnstormer"", ""bristol"", ""bristol barnstormer""]","{""raw_index"": 834, ""image_id"": ""4d002689c3b073c8""}",True
textvqa_382,textvqa,textvqa,what is the license plate name?,4da hord,"[""4da hord"", ""4da hord"", ""4da hord"", ""4dahord"", ""4da hord"", ""4da hord"", ""4da hord"", ""4dahord"", ""ada hord"", ""4da hord""]","{""raw_index"": 382, ""image_id"": ""02a3ba4c3886fe9a""}",True
textvqa_798,textvqa,textvqa,what team does this man play for?,unanswerable,"[""rays"", ""unanswerable"", ""rays"", ""unanswerable"", ""rays"", ""unanswerable"", ""answering does not require reading text in the image"", ""snappers"", ""unanswerable"", ""unanswerable""]","{""raw_index"": 798, ""image_id"": ""02199bba98ab9978""}",True
textvqa_165,textvqa,textvqa,who makes this perfume?,sonrisa,"[""sonrisa"", ""sonrisa"", ""sonrisa"", ""sonrisa"", ""sonrisa"", ""sonrisa"", ""sonrisa"", ""sonrisa"", ""sonrisa"", ""sonrisa""]","{""raw_index"": 165, ""image_id"": ""fd4d7b7bd95eaf08""}",True
textvqa_552,textvqa,textvqa,what book is on top of boxes?,everything is miscellaneous,"[""everything is miscellaneous"", ""everything is miscellaneous"", ""everything is miscellaneous"", ""everything is miscellaneous"", ""everything is miscellaneous"", ""everything is miscellaneous"", ""everything s miscellaneous"", ""everything is miscellaneous"", ""everything is miscellaneous"", ""everything is miscellaneous""]","{""raw_index"": 552, ""image_id"": ""2806ad86b76f2e14""}",True
textvqa_543,textvqa,textvqa,what is the city here?,sunshine city,"[""sunshine"", ""sunshine city"", ""sunshine"", ""sunshine city"", ""sunshine city"", ""sunshine city"", ""sunshine"", ""sunshine city"", ""sunshine"", ""sunshine city""]","{""raw_index"": 543, ""image_id"": ""16318cd66bcaf260""}",True
textvqa_0,textvqa,textvqa,what kind of vodka is on the shelf?,grey goose,"[""grey goose,ketel one"", ""grey goose"", ""grey goose"", ""grey goose"", ""grey goose"", ""absolut"", ""grey goose"", ""grey goose"", ""grey goose"", ""grey goose""]","{""raw_index"": 0, ""image_id"": ""ef5b03d3ec810a0f""}",True
textvqa_613,textvqa,textvqa,whats the name of the church?,river pointe,"[""river pointe"", ""river pointe"", ""river pointe church"", ""river pointe"", ""river pointe church"", ""river point church"", ""river pointe"", ""river pointe church"", ""river pointe"", ""river pointe""]","{""raw_index"": 613, ""image_id"": ""d383dd516697e184""}",True
textvqa_331,textvqa,textvqa,what is the address of this store?,2627 n. elston ave.,"[""2627 n elston ave"", ""2627 n. elston ave."", ""2627 n. elston ave."", ""2627 n elstorn st"", ""2627 n. elston ave."", ""2627 n. elston ave."", ""2627 n eiston ave"", ""2627 n elston ave"", ""2627 n. easton ave"", ""2627 n. elstin ave""]","{""raw_index"": 331, ""image_id"": ""7d2723f32bfe34ec""}",True
textvqa_500,textvqa,textvqa,what is the temperature?,23,"[""23"", ""23° c"", ""23"", ""23"", ""23"", ""23"", ""23 celsius"", ""23 degrees celcius"", ""23c"", ""23""]","{""raw_index"": 500, ""image_id"": ""00a7b3204ec349a9""}",True
textvqa_19,textvqa,textvqa,what time is displayed on the clock?,4:25,"[""4:24"", ""5:25"", ""4.24"", ""4:25"", ""4:24"", ""4:25"", ""10:25"", ""5:25"", ""4:25"", ""4:55""]","{""raw_index"": 19, ""image_id"": ""be899e86372eac49""}",True
textvqa_808,textvqa,textvqa,what is the last word of the second book?,looks,"[""looks"", ""denmark"", ""looks"", ""looks"", ""looks"", ""looks"", ""eden"", ""den"", ""looks"", ""looks""]","{""raw_index"": 808, ""image_id"": ""55f9bfe43ceb2b8d""}",True
textvqa_371,textvqa,textvqa,what national baseball park is this game taking place?,nationals park,"[""nationals park"", ""nationals park"", ""nationals"", ""nationals park"", ""nationals park"", ""nationals park"", ""nationals park"", ""national park"", ""answering does not require reading text in the image"", ""nationals park""]","{""raw_index"": 371, ""image_id"": ""6be7ec10e0bc7eea""}",True
textvqa_314,textvqa,textvqa,what company is on the side of this van?,south west water,"[""south west water"", ""south west water"", ""south west water"", ""southwest water"", ""south west water"", ""south west water"", ""i was reading a cientific article"", ""south west water"", ""southwest water"", ""south west water""]","{""raw_index"": 314, ""image_id"": ""3b19567e2bd430c2""}",True
textvqa_245,textvqa,textvqa,what date does this take place?,tue 9th nov,"[""tuesday 9th november"", ""9th nov"", ""tue 9th nov"", ""9th nov"", ""tue 9th nov"", ""focus left"", ""november 9th"", ""nov 9"", ""tue 9th nov"", ""nov. 9th""]","{""raw_index"": 245, ""image_id"": ""04189b11591ccab5""}",True
textvqa_59,textvqa,textvqa,which universal is it?,orlando,"[""orlando"", ""universal orlando"", ""orlando"", ""orlando"", ""halloween"", ""orlando"", ""orlando"", ""orlando"", ""orlando"", ""orlando""]","{""raw_index"": 59, ""image_id"": ""e0b694de21858986""}",True
textvqa_246,textvqa,textvqa,what city is being shown?,ocean city,"[""ocean city"", ""ocean city"", ""ocean city"", ""ocean city"", ""ocean city"", ""ocean"", ""ocean city"", ""ocean city"", ""ocean city"", ""ocean city""]","{""raw_index"": 246, ""image_id"": ""7dff495b9a4eb267""}",True
textvqa_865,textvqa,textvqa,what team is pitching?,tonka,"[""tonka"", ""tunka"", ""tonka"", ""tonka"", ""tunka"", ""13"", ""tunka"", ""tigka"", ""tonka"", ""tonka""]","{""raw_index"": 865, ""image_id"": ""64d573c23147434c""}",True
textvqa_933,textvqa,textvqa,who needs to correct?,department manager,"[""department manager"", ""department manager"", ""department manager"", ""department manager"", ""the department manager"", ""department manager"", ""manager"", ""department manager"", ""department manager"", ""department manager""]","{""raw_index"": 933, ""image_id"": ""2baf57fcb397f590""}",True
textvqa_87,textvqa,textvqa,what is the license plate number?,saii wuj,"[""saiiwuh"", ""saii wuj"", ""saii wuj"", ""saiiwuj"", ""saii wuj"", ""saii wuj"", ""saii wuj"", ""sa11wuj"", ""saiiwuj"", ""saiiwuj""]","{""raw_index"": 87, ""image_id"": ""0b415ced2601ea6e""}",True
textvqa_749,textvqa,textvqa,what brand of watch is this?,luminor,"[""luminox"", ""luminor"", ""luminor marin"", ""luminor"", ""luminor marini"", ""luminor marina"", ""luminor marin"", ""luminor"", ""luminor"", ""luminor marina""]","{""raw_index"": 749, ""image_id"": ""b9c14ea63f990fa8""}",True
textvqa_497,textvqa,textvqa,what does n equal to?,25,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]","{""raw_index"": 497, ""image_id"": ""e91c8fab0704e571""}",True
textvqa_70,textvqa,textvqa,which brand are these shampoo products from?,vendome,"[""vendome"", ""vendome"", ""vendome"", ""vendome"", ""vendome"", ""vendome"", ""vendome"", ""vendome"", ""vendome"", ""vendome""]","{""raw_index"": 70, ""image_id"": ""0bd1777cb043f6a4""}",True
textvqa_545,textvqa,textvqa,what brand is the watch?,timex,"[""timex"", ""timex"", ""timex"", ""timex"", ""timex"", ""timex"", ""timex"", ""timex"", ""timex"", ""timex""]","{""raw_index"": 545, ""image_id"": ""f2fc628c2343b72c""}",True
textvqa_128,textvqa,textvqa,what is the company on the billboard?,ac transit,"[""ac transit"", ""ac transit"", ""ac transit"", ""go ac transit"", ""ac transit"", ""ac transit"", ""go ac transit"", ""foster and kleiser"", ""ac transit"", ""ac transit""]","{""raw_index"": 128, ""image_id"": ""01f805f22565b44c""}",True
textvqa_131,textvqa,textvqa,what number is on the pool ball?,14,"[""14"", ""14"", ""14"", ""14"", ""14"", ""14"", ""14"", ""14"", ""14"", ""14""]","{""raw_index"": 131, ""image_id"": ""f17bbf2b0c983dca""}",True
textvqa_675,textvqa,textvqa,is this book written in english?,no,"[""a runner's world book"", ""yes"", ""ing"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""answering does not require reading text in the image""]","{""raw_index"": 675, ""image_id"": ""aef27ebaf49a6230""}",True
textvqa_486,textvqa,textvqa,what is in progress?,sync,"[""sync"", ""sync"", ""sync"", ""sync"", ""sync"", ""sync"", ""sync in progress"", ""sync"", ""sync"", ""sync""]","{""raw_index"": 486, ""image_id"": ""b2a1eabf5402cda3""}",True
textvqa_562,textvqa,textvqa,when was the picture painted?,2011,"[""2011"", ""2011"", ""2011"", ""2011"", ""2011"", ""2011"", ""2011"", ""2011"", ""2011"", ""2011""]","{""raw_index"": 562, ""image_id"": ""a000f0c51cf2489f""}",True
textvqa_169,textvqa,textvqa,what is the top left word on the package?,bluetooth,"[""blue"", ""blue"", ""bluetooth"", ""blue"", ""bluetooth"", ""bluetooth"", ""bluetooth"", ""bluetooth"", ""bluetooth"", ""blue""]","{""raw_index"": 169, ""image_id"": ""cc755eb88d2370fc""}",True
textvqa_855,textvqa,textvqa,what is the brand of beer?,pilsener,"[""pilsener"", ""pilsner"", ""pilsener"", ""pilsener"", ""pilsener"", ""pilsner"", ""pilsener"", ""pilsener"", ""pilsener premium"", ""pilsner premium""]","{""raw_index"": 855, ""image_id"": ""8d98fffb5b0b5db7""}",True
textvqa_540,textvqa,textvqa,name this phone brand?,acer,"[""acer"", ""acer"", ""acer"", ""acer"", ""acer"", ""acer"", ""acer"", ""acer"", ""acer"", ""acer""]","{""raw_index"": 540, ""image_id"": ""59d9f2b9136794c7""}",True
textvqa_621,textvqa,textvqa,what number is the guy in the lead?,173,"[""173"", ""173"", ""173"", ""173"", ""173"", ""173"", ""173"", ""173"", ""173"", ""173""]","{""raw_index"": 621, ""image_id"": ""076bb00e6a7c6c82""}",True
textvqa_433,textvqa,textvqa,what brand is this?,lucien albrecht,"[""lucien albrecht"", ""albrecht"", ""lucien albrecht"", ""alsace"", ""lucien albrecht"", ""lucien albrecht"", ""lucien"", ""lucien albrecht"", ""alsace"", ""lucien albrecht""]","{""raw_index"": 433, ""image_id"": ""ba2597cabb130615""}",True
textvqa_866,textvqa,textvqa,is that monitor made by benq?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 866, ""image_id"": ""02250d9442586089""}",True
textvqa_784,textvqa,textvqa,what number is the girl in the pink shirt?,4,"[""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4""]","{""raw_index"": 784, ""image_id"": ""c7970a6b34bde351""}",True
textvqa_938,textvqa,textvqa,what the album title?,messages,"[""messages"", ""messages"", ""art blakey john handy"", ""messages"", ""messages"", ""art blakey and the jazz messengers"", ""art blakey"", ""messages"", ""messages"", ""messages""]","{""raw_index"": 938, ""image_id"": ""67e13c166a92b870""}",True
textvqa_706,textvqa,textvqa,what is this drink?,liq,"[""liq"", ""liq"", ""lio"", ""liq"", ""liq"", ""liq"", ""liq"", ""liq"", ""liq"", ""unanswerable""]","{""raw_index"": 706, ""image_id"": ""1635b4d7cbf1ad93""}",True
textvqa_205,textvqa,textvqa,what kind of watch is that?,citizen,"[""citizen"", ""citizen eco-drive"", ""a citizen eco-drive"", ""citizen"", ""citizen"", ""iphone 5"", ""citizen"", ""citizen"", ""citizen"", ""citizen eco drive""]","{""raw_index"": 205, ""image_id"": ""03f2254ef7c7b326""}",True
textvqa_730,textvqa,textvqa,what date is on the watch?,12,"[""12"", ""12"", ""12"", ""3:44"", ""12th"", ""12"", ""12th"", ""12"", ""12"", ""12""]","{""raw_index"": 730, ""image_id"": ""984dfd2249a7d9fd""}",True
textvqa_319,textvqa,textvqa,what is the caption just below the top left picture?,flower fun,"[""flower fun"", ""flower fun"", ""flower fun"", ""flower fun"", ""flower fun"", ""flower fun"", ""flower fun"", ""flower fun"", ""flower fun"", ""flower fun""]","{""raw_index"": 319, ""image_id"": ""2eb0e9ed675b2d3e""}",True
textvqa_844,textvqa,textvqa,what are the letters on the wrestler's ear protection?,dh,"[""dh"", ""dh"", ""dh"", ""dh"", ""dh"", ""dh"", ""dh"", ""dh"", ""dh"", ""dh""]","{""raw_index"": 844, ""image_id"": ""1aa425a4e46485be""}",True
textvqa_687,textvqa,textvqa,what brand of perfume is in the bottle?,eau sauvage,"[""christian dior"", ""eu sauvage"", ""dior"", ""eau sauvage"", ""eau sauvage"", ""christian dior"", ""dior"", ""eau sauvage"", ""eau sauvage"", ""christian dior""]","{""raw_index"": 687, ""image_id"": ""30ce15c0fcced65b""}",True
textvqa_971,textvqa,textvqa,what is the brand on the tail of the airplane?,american airlines,"[""american airlines"", ""american airlines"", ""american airlines"", ""aa"", ""american airlines"", ""aa"", ""american airlines"", ""aa"", ""aa"", ""aa""]","{""raw_index"": 971, ""image_id"": ""5eecb70fe603bd9e""}",True
textvqa_831,textvqa,textvqa,what number does the small hand point to?,4,"[""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4""]","{""raw_index"": 831, ""image_id"": ""59be82824bc60ad6""}",True
textvqa_448,textvqa,textvqa,which queen is that?,elizabeth ii,"[""elizabeth ii"", ""elizabeth"", ""elizabeth ii"", ""victoria"", ""queen elizabeth ii"", ""elizabeth ii"", ""elizabeth ii"", ""elizabeth"", ""elizabeth 2"", ""elizabeth ii""]","{""raw_index"": 448, ""image_id"": ""4284ff6b896aeb7e""}",True
textvqa_529,textvqa,textvqa,how many likes does this have?,"79,557","[""79,557"", ""79,557"", ""79,557"", ""79,557"", ""79557"", ""79,557"", ""79557"", ""79557"", ""79557"", ""79,557""]","{""raw_index"": 529, ""image_id"": ""73343b7fbd259af5""}",True
textvqa_462,textvqa,textvqa,what kind of wine is it?,shiraz,"[""dr pepper"", ""wyndham estate"", ""wymdham estate"", ""shiraz"", ""shiraz"", ""shiraz"", ""shiraz"", ""wyndham estate"", ""wyndham estate"", ""shiraz""]","{""raw_index"": 462, ""image_id"": ""29764e0e473d381c""}",True
textvqa_123,textvqa,textvqa,what number is on the jersey of the goaltender?,1,"[""denver"", ""1"", ""regional"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]","{""raw_index"": 123, ""image_id"": ""ff9a215307a80bb5""}",True
textvqa_253,textvqa,textvqa,what school name is on the front of the girls' uniforms?,foxcroft,"[""hair & nails"", ""foxcrof"", ""foxcroft"", ""foxcroft"", ""foxcroft"", ""foxcrop"", ""foxcroft"", ""foxcroft"", ""foxcroft"", ""foxcrop""]","{""raw_index"": 253, ""image_id"": ""1433316daf765113""}",True
textvqa_230,textvqa,textvqa,what letter is to the left of z?,a,"[""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""a"", ""10"", ""a"", ""a""]","{""raw_index"": 230, ""image_id"": ""4425834c774c3fbd""}",True
textvqa_827,textvqa,textvqa,which airline is that?,hainan airlines,"[""hanan"", ""hainan airlines"", ""hainan airlines"", ""grand china"", ""grand china"", ""hainan airlines"", ""hainan airlines"", ""grand chia"", ""the airline shown is hainan airlines."", ""hainan airlines""]","{""raw_index"": 827, ""image_id"": ""4e9007e57e97f160""}",True
textvqa_346,textvqa,textvqa,what is the number of the player in purple?,1,"[""1"", ""1"", ""1"", ""1"", ""1"", ""7"", ""1"", ""7"", ""1"", ""1""]","{""raw_index"": 346, ""image_id"": ""c4c34f7f6534f98a""}",True
textvqa_21,textvqa,textvqa,what country does this plane belong to?,usa,"[""usa"", ""us"", ""us"", ""unanswerable"", ""usa"", ""usa"", ""answering does not require reading text in the image"", ""united states"", ""united states"", ""united states""]","{""raw_index"": 21, ""image_id"": ""971ae33e4a1b5802""}",True
textvqa_602,textvqa,textvqa,what is this a map of?,silverthorne,"[""silverthorne"", ""silverthorne"", ""silverthorne"", ""silverthorne"", ""dillon resevoir"", ""dillion reservour"", ""silverthorne"", ""silverthorne"", ""dillon reservoir"", ""dillon reservoir""]","{""raw_index"": 602, ""image_id"": ""f7cb90d08909374a""}",True
textvqa_567,textvqa,textvqa,do they have a bengals sticker on their windshield?,yes,"[""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""tes"", ""no""]","{""raw_index"": 567, ""image_id"": ""0b1c3635b313eba6""}",True
textvqa_235,textvqa,textvqa,what year is on the front?,2008,"[""2008"", ""3"", ""2008"", ""2008"", ""2008"", ""2008"", ""2008"", ""2008"", ""2008"", ""2008""]","{""raw_index"": 235, ""image_id"": ""600d6d3957532ac8""}",True
textvqa_734,textvqa,textvqa,what are the 3 letters on the second line of his shirt?,nyl,"[""nyl"", ""nyl"", ""nyl"", ""nyl"", ""nyl"", ""nyl"", ""nyl"", ""nyl"", ""nyl"", ""nyl""]","{""raw_index"": 734, ""image_id"": ""ca77fbb772457d75""}",True
textvqa_967,textvqa,textvqa,which stretch of months are going to be the busy times?,march-june,"[""oct.-nov, march-june"", ""march-june"", ""march-june"", ""oct-nov, match-june"", ""oct-nov, mar-june"", ""oct-nov   march-june"", ""oct-nov, march-june."", ""oct-nov march-june"", ""oct-nov march-june"", ""march-june""]","{""raw_index"": 967, ""image_id"": ""01c446086e5755bc""}",True
textvqa_7,textvqa,textvqa,what are happening to children?,dying,"[""chidren are dying to know the difference"", ""dying"", ""dying"", ""children are dying to know the difference!"", ""poisoning"", ""they are dying to know the difference"", ""dying"", ""dying from drinking poison that looks like juice"", ""dying"", ""children are dying to know the difference""]","{""raw_index"": 7, ""image_id"": ""2e0f367bd1094a8f""}",True
textvqa_72,textvqa,textvqa,what team does this man play for?,boer,"[""boer"", ""boer"", ""boer"", ""boer"", ""boer"", ""boer"", ""boer"", ""boer"", ""boer"", ""boer""]","{""raw_index"": 72, ""image_id"": ""1082b60d70c9a0bf""}",True
textvqa_724,textvqa,textvqa,what is the first word of the sign?,please,"[""please"", ""please"", ""please!"", ""please"", ""please!"", ""please"", ""please"", ""please"", ""please"", ""please""]","{""raw_index"": 724, ""image_id"": ""9270daec68337568""}",True
textvqa_646,textvqa,textvqa,what is the name of the athletic competition?,tough enough,"[""tough enough"", ""tough enough"", ""tough enough"", ""tough enough"", ""tough enough"", ""tough enough"", ""tough enough"", ""tough enough"", ""tough enough"", ""tough enough""]","{""raw_index"": 646, ""image_id"": ""590c2ec7e959eb55""}",True
textvqa_60,textvqa,textvqa,what is the male author of both books shown?,john chapman,"[""john chapman"", ""john chapman"", ""john chapman"", ""john chapman"", ""europcar.nl"", ""john chapman"", ""john chapman"", ""john chapman"", ""john chapman"", ""john chapman""]","{""raw_index"": 60, ""image_id"": ""cf68eaf4315773dc""}",True
textvqa_874,textvqa,textvqa,what two words are around the roses?,birthday remembrances,"[""birthday rememberanes"", ""birthday remembrances"", ""birthday rememberances"", ""birthday remembrances"", ""birthday remembrances"", ""birthday remembrances"", ""birthday remembrances"", ""birthday remembrances"", ""birthday remembrances"", ""birthday remembrances""]","{""raw_index"": 874, ""image_id"": ""021e8e65743a4599""}",True
textvqa_69,textvqa,textvqa,what is the local seed for?,local food,"[""local food"", ""local food"", ""local food"", ""local food"", ""local food"", ""local food"", ""8.90"", ""local food"", ""local food"", ""local food""]","{""raw_index"": 69, ""image_id"": ""807bb23c0ebd1f9a""}",True
textvqa_872,textvqa,textvqa,what is the name of the magazine in the stack?,arketypo,"[""arketypo"", ""arketypo"", ""50"", ""arketypo"", ""arketypo"", ""arketydo"", ""arkeytpo"", ""arketypo"", ""unanswerable"", ""anetypo""]","{""raw_index"": 872, ""image_id"": ""1cd93e44dda00646""}",True
textvqa_338,textvqa,textvqa,who created dewshine?,mtn dew,"[""mtn dew"", ""mtn dew"", ""mtn dew"", ""mt. dew"", ""mountain dew"", ""mountain dew"", ""mountain dew"", ""mountain dew"", ""mtn dew"", ""mtn dew""]","{""raw_index"": 338, ""image_id"": ""d0d8f10ad1ae483d""}",True
textvqa_728,textvqa,textvqa,what word is written in yellow on the helmets?,shark,"[""shark"", ""shark"", ""shark"", ""shark"", ""shark"", ""hq"", ""02"", ""shark"", ""02"", ""02""]","{""raw_index"": 728, ""image_id"": ""8009746d17a6bef6""}",True
textvqa_526,textvqa,textvqa,what model of car is this?,charger,"[""charger"", ""charger"", ""charger"", ""charger"", ""charger"", ""charger"", ""charger"", ""charger"", ""chargen"", ""charger""]","{""raw_index"": 526, ""image_id"": ""002901d9d194c4fb""}",True
